"y" "x"
"1" 0 -0.560475646552213
"2" 0 -0.23017748948328
"3" 1 1.55870831414912
"4" 1 0.070508391424576
"5" 1 0.129287735160946
"6" 1 1.71506498688328
"7" 1 0.460916205989202
"8" 0 -1.26506123460653
"9" 0 -0.686852851893526
"10" 0 -0.445661970099958
"11" 1 1.22408179743946
"12" 1 0.359813827057364
"13" 1 0.400771450594052
"14" 0 0.11068271594512
"15" 1 -0.555841134754075
"16" 1 1.78691313680308
"17" 0 0.497850478229239
"18" 0 -1.96661715662964
"19" 1 0.701355901563686
"20" 0 -0.472791407727934
"21" 1 -1.06782370598685
"22" 0 -0.217974914658295
"23" 1 -1.02600444830724
"24" 0 -0.72889122929114
"25" 0 -0.625039267849257
"26" 0 -1.68669331074241
"27" 1 0.837787044494525
"28" 0 0.153373117836515
"29" 0 -1.13813693701195
"30" 1 1.25381492106993
"31" 1 0.426464221476814
"32" 0 -0.295071482992271
"33" 1 0.895125661045022
"34" 1 0.878133487533042
"35" 1 0.821581081637487
"36" 1 0.688640254100091
"37" 1 0.553917653537589
"38" 1 -0.0619117105767217
"39" 1 -0.305962663739917
"40" 1 -0.380471001012383
"41" 0 -0.694706978920513
"42" 0 -0.207917278019599
"43" 0 -1.26539635156826
"44" 1 2.16895596533851
"45" 0 1.20796199830499
"46" 1 -1.12310858320335
"47" 1 -0.402884835299076
"48" 0 -0.466655353623219
"49" 1 0.779965118336318
"50" 0 -0.0833690664718293
"51" 1 0.253318513994755
"52" 0 -0.028546755348703
"53" 1 -0.0428704572913161
"54" 1 1.36860228401446
"55" 1 -0.225770985659268
"56" 1 1.51647060442954
"57" 0 -1.54875280423022
"58" 0 0.584613749636069
"59" 0 0.123854243844614
"60" 0 0.215941568743973
"61" 1 0.379639482759882
"62" 1 -0.502323453109302
"63" 0 -0.33320738366942
"64" 0 -1.01857538310709
"65" 0 -1.07179122647558
"66" 1 0.303528641404258
"67" 1 0.448209778629426
"68" 1 0.0530042267305041
"69" 1 0.922267467879738
"70" 1 2.05008468562714
"71" 0 -0.491031166056535
"72" 0 -2.30916887564081
"73" 1 1.00573852446226
"74" 0 -0.709200762582393
"75" 0 -0.688008616467358
"76" 1 1.0255713696967
"77" 0 -0.284773007051009
"78" 0 -1.22071771225454
"79" 0 0.18130347974915
"80" 0 -0.138891362439045
"81" 1 0.00576418589988693
"82" 0 0.38528040112633
"83" 1 -0.370660031792409
"84" 1 0.644376548518833
"85" 0 -0.220486561818751
"86" 1 0.331781963915697
"87" 1 1.09683901314935
"88" 0 0.435181490833803
"89" 1 -0.325931585531227
"90" 1 1.14880761845109
"91" 1 0.993503855962119
"92" 1 0.54839695950807
"93" 1 0.238731735111441
"94" 0 -0.627906076039371
"95" 1 1.36065244853001
"96" 0 -0.600259587147127
"97" 1 2.18733299301658
"98" 1 1.53261062618519
"99" 0 -0.235700359100477
"100" 0 -1.02642090030678
"101" 0 -0.710406563699301
"102" 1 0.25688370915653
"103" 0 -0.246691878462374
"104" 1 -0.347542599397733
"105" 0 -0.951618567265016
"106" 1 -0.0450277248089203
"107" 0 -0.784904469457076
"108" 0 -1.66794193658814
"109" 1 -0.380226520287762
"110" 1 0.918996609060766
"111" 0 -0.575346962608392
"112" 1 0.607964322225033
"113" 0 -1.61788270828916
"114" 0 -0.0555619655245394
"115" 1 0.519407203943462
"116" 1 0.301153362166714
"117" 0 0.105676194148943
"118" 0 -0.640706008305376
"119" 0 -0.849704346033582
