"y" "x"
"1" -0.9096546441526 1
"2" -0.889092023282009 1
"3" 0.750659795819817 0
"4" 1.32085091802083 0
"5" 0.334630590157545 0
"6" -0.00891654394695163 0
"7" 1.3412016086587 0
"8" 1.38839783085202 0
"9" 2.77016421137266 0
"10" 0.212662135258747 1
"11" 2.46201731592414 0
"12" 1.05515576420821 0
"13" 1.24817840322541 1
"14" 0.00195821618540548 0
"15" 2.17091433113526 0
"16" -1.49658224967367 0
"17" 0.606854230803524 0
"18" 0.836556267429771 0
"19" 1.70882276072363 0
"20" -0.162280433448219 0
"21" 0.00744252301362025 0
"22" -0.372053941312614 1
"23" -0.0894944984740451 1
"24" 1.36993794515495 0
"25" 1.49440985783734 0
"26" -0.176152527815541 1
"27" 0.590096872653533 1
"28" 2.40602010938689 0
"29" 1.56744077077217 0
"30" 1.0741691654176 0
"31" 0.216375206847667 0
"32" 0.399734273782341 1
"33" 1.12013070423016 0
"34" -0.655558678587716 1
"35" 2.32707651868979 0
"36" -0.210986875869985 0
"37" -1.824041625318 1
"38" 0.27134831899632 0
"39" 0.928149708596012 0
"40" 0.918405054417106 0
"41" -1.4772416370042 1
"42" 0.782378789419544 0
"43" 1.73340100780769 0
"44" -1.34139704923685 1
"45" -0.76367329413414 1
"46" 3.28784168238806 0
"47" 1.63186249832882 0
"48" 0.698331467662872 1
"49" 1.01799453244423 0
"50" 0.254077388258221 0
"51" -0.303490595358638 0
"52" 0.081297026918786 0
"53" 2.13329933123388 0
"54" 1.81784527484253 0
"55" -0.174256752760921 0
"56" 0.911534928491311 0
"57" 1.98895907978928 0
"58" 1.65729772612436 0
"59" 0.786464019856038 0
"60" 0.657252510629266 0
"61" -0.563671910916947 0
"62" 1.51968972737418 0
"63" 1.2495104027287 0
"64" 1.42468547148906 0
"65" 1.54333970251291 1
"66" 1.33754930975444 0
"67" -0.277605252320625 1
"68" 0.166458405168278 1
"69" -0.0355758377967368 0
"70" 0.719544670724255 0
"71" 1.9634977311575 0
"72" 0.196491380696529 0
"73" 0.288602855749456 0
"74" -1.03346862810991 1
"75" 0.590520953493472 1
"76" 0.92064358349351 1
"77" 1.23656848926669 0
"78" 1.146387476395 1
"79" 1.22914035454911 0
"80" 0.428373175862924 0
"81" 0.981328744396748 0
"82" 2.8052291195824 0
"83" 2.03499346915387 0
"84" 0.0665087316799797 1
"85" 1.87991070679938 0
"86" 2.67351116767725 0
"87" 0.778119192350023 0
"88" -0.459834309697331 1
"89" -0.427951475004381 1
"90" 1.15814021445086 0
"91" 0.764347548500404 0
"92" 1.4012608889117 0
"93" 0.0960117858597334 0
"94" -0.0684550769772131 1
"95" 0.774858567334385 1
"96" 1.61365385239171 0
"97" -2.7304375878368 1
"98" 1.707097499178 1
"99" 3.1794578455744 0
"100" 0.103957611386973 0
